,Seizure.Date,Cannabis,Cocaine,Heroin,,,
525,6/9/2013,105.0343,140.8998,14.005,,,
526,6/10/2013,306.5050005,12.891453,4.9243177,,,
527,6/11/2013,3046.18118,639.168833,26.8302922,,,
528,6/12/2013,341.238,413.6328,13.27553,,,
529,6/13/2013,5060.681967,738.7811396,14.3501866,,,
530,6/14/2013,434.40084,10.722212,3.1593,,,
531,6/15/2013,110.967,43.616,11.02141,,,
532,6/16/2013,67.494,236.273,57.8465,,,
533,6/17/2013,155.039584,668.21821,355.363699,,,
534,6/18/2013,3131.758931,89.404,8.671525,,,
535,6/19/2013,549.19674,13.263805,1.3271586,,,
536,6/20/2013,11117.842,44.65494,10.0565549,,,
537,6/21/2013,258.314216,428.1195,101.03003,,,
538,6/22/2013,1515.24,122.1843,4.207,,,
539,6/23/2013,55.682,750.1765,0.6707812,,,
540,6/24/2013,134.467,36.68805,4.788,,,
541,6/25/2013,580.632045,745.6044,50.851,,,
542,6/26/2013,7171.606502,524.84598,2.244008,,,
543,6/27/2013,2299.73489,2155.0695,67.3320278,,,
544,6/28/2013,3663.157,36.1309,5.23394,,,
545,6/29/2013,2798.131955,677.0633,4.902145,,,
546,6/30/2013,831.351,9.4467,33.989,77287,12763,1276
547,7/1/2013,9531.53113,51.2475,40.275,,,
548,7/2/2013,299.964041,20.663821,14.9860286,,,
549,7/3/2013,6704.41904,42.528384,4.1694366,,,
550,7/4/2013,1263.498333,51.012,129.273,,,
551,7/5/2013,1780.797516,122.11071,10.0824732,,,
552,7/6/2013,2859.8345,19.5155,1.17,,,
553,7/7/2013,102.436,413.0138,21.6586,,,
554,7/8/2013,562.829,1250.1821,11.828,,,
555,7/9/2013,1070.538044,354.7348,5.630615,,,
556,7/10/2013,1405.4225,1418.77925,3.80557,,,
557,7/11/2013,1117.424153,32.318409,4.290809,,,
558,7/12/2013,1907.91362,596.2936,15.8766663,,,
559,7/13/2013,586.5762,13.0313,56.54915,,,
560,7/14/2013,145.636081,843.8878,0.729,,,
561,7/15/2013,1136.31704,43.3667,16.564,,,
562,7/16/2013,755.67,134.9265,28.768932,,,
563,7/17/2013,596.2821,1127.1443,5.757,,,
564,7/18/2013,1327.619478,1375.334255,4.891,,,
565,7/19/2013,129.79511,482.25959,12.898351,,,
566,7/20/2013,6233.2924,120.946,18.338845,,,
567,7/21/2013,322.261,695.4223,0.39755,,,
568,7/22/2013,1250.424,254.6836736,114.305,,,
569,7/23/2013,460.7547,1953.0589,4.964881,,,
570,7/24/2013,2767.0721,829.3277,2.9670753,,,
571,7/25/2013,5450.161066,94.0193,3.100515,,,
572,7/26/2013,1917.113294,2596.53755,9.874552,,,
573,7/27/2013,3336.6948,11.204634,5.6634,,,
574,7/28/2013,62.058,39.3769,2.631,,,
575,7/29/2013,201.444676,17.40158,1.4413,,,
576,7/30/2013,6891.85381,20.5058,203.81421,,,
577,7/31/2013,4317.755522,249.44325,9.398239,66495,15274,766
578,8/1/2013,377.0994818,555.153231,5.1327772,,,
579,8/2/2013,2183.673884,1125.98315,1.4562,,,
580,8/3/2013,10060.61914,437.37275,11.508,,,
581,8/4/2013,317.1223,1706.7707,0.119,,,
582,8/5/2013,4151.583,467.610971,4.595,,,
583,8/6/2013,276.742,100.9338,34.501575,,,
584,8/7/2013,20600.26849,268.62544,6.8372,,,
585,8/8/2013,155.70411,229.56214,235.479,,,
586,8/9/2013,306.237017,1446.1171,3.8931,,,
587,8/10/2013,4208.1889,361.1732,0.227159,,,
588,8/11/2013,1353.89872,506.1495,3.99804,,,
589,8/12/2013,119.3473,45.8672,16.0613,,,
590,8/13/2013,176.70384,104.40084,2.719408,,,
591,8/14/2013,715.1735,1691.3833,6.3989787,,,
592,8/15/2013,390.11276,509.39598,5.525,,,
593,8/16/2013,4918.356373,814.9408113,2.3322375,,,
594,8/17/2013,7736.25155,984.6995,2.084,,,
595,8/18/2013,72.5897,11.5267,2.6988,,,
596,8/19/2013,1639.068,1985.8715,5.9070288,,,
597,8/20/2013,832.498174,853.619907,19.047,,,
598,8/21/2013,1697.661,552.8655,0.4031574,,,
599,8/22/2013,1034.2881,1214.7932,7.95887,,,
600,8/23/2013,5498.446599,18.805826,158.707,,,
601,8/24/2013,897.148,63.199698,1.853,,,
602,8/25/2013,163.2253,32.1145,0.954,,,
603,8/26/2013,111.815878,614.3778459,12.37701,,,
604,8/27/2013,327.3936,1475.2378,37.9839,,,
605,8/28/2013,527.5384,46.2038,12.9774,,,
606,8/29/2013,186.4474,382.7642,100.834,,,
607,8/30/2013,728.3339088,98.39138,5.0930172,,,
608,8/31/2013,1096.5589,301.3498,2.15,72860,19007,712
609,9/1/2013,482.4467,3.518,83.588,,,
610,9/2/2013,1313.439501,90.259298,5.615571,,,
611,9/3/2013,9319.183,769.2149,5.76242,,,
612,9/4/2013,435.20133,36.5477,7.134835,,,
613,9/5/2013,769.2509703,5.474289,8.86304,,,
614,9/6/2013,296.68366,3.6769,6.1662,,,
615,9/7/2013,1706.3806,538.65271,18.834538,,,
616,9/8/2013,1194.2946,1133.4159,0.614,,,
617,9/9/2013,830.4851,458.4322,11.554,,,
618,9/10/2013,375.8199,977.86458,9.03736,,,
619,9/11/2013,10107.87631,174.48471,4.70452,,,
620,9/12/2013,2815.833515,402.0646,5.6969773,,,
621,9/13/2013,8740.0337,2710.7018,5.74271,,,
622,9/14/2013,798.181,209.51044,1.7576,,,
623,9/15/2013,1296.897,623.23331,4.223,,,
624,9/16/2013,1493.63,12.7396,1.234,,,
625,9/17/2013,1204.147522,1041.5392,7.12165,,,
626,9/18/2013,34905.35962,900.5836,6.665078,,,
627,9/19/2013,152.31468,111.7078,8.034,,,
628,9/20/2013,644.6,1517.8036,10.1822,,,
629,9/21/2013,353.629,193.566,3.086,,,
630,9/22/2013,167.829076,682.1506,27.416,,,
631,9/23/2013,4329.4693,570.5362,7.527,,,
632,9/24/2013,1554.56843,458.8607,0.721798,,,
633,9/25/2013,275.2546,86.20985,4.496,,,
634,9/26/2013,6571.590261,378.2364029,34.5027,,,
635,9/27/2013,480.044089,380.57134,8.965497,,,
636,9/28/2013,1164.907,953.8925,2.72475,,,
637,9/29/2013,140.9,36.0867,22.6432,,,
638,9/30/2013,1063.461121,159.8369,2.89,94984,15621,328
639,10/1/2013,277.2181,4.3745,163.343274,,,
640,10/2/2013,4461.771106,453.86505,19.3437,,,
641,10/3/2013,372.3488,694.81975,3.946905,,,
642,10/4/2013,3672.878,358.6118,8.004,,,
643,10/5/2013,435.8548,1582.8164,3.5228,,,
644,10/6/2013,1857.214,8.1038,5.699157,,,
645,10/7/2013,482.8558,6.95296,39.610999,,,
646,10/8/2013,7278.8043,1575.009,9.3982086,,,
647,10/9/2013,4068.014458,93.091,7.80788071,,,
648,10/10/2013,3248.347613,36.5875,23.732092,,,
649,10/11/2013,1133.832651,179.7701,9.419,,,
650,10/12/2013,1984.456,2050.53,12.1264,,,
651,10/13/2013,313.0545,110.8322,28.1822801,,,
652,10/14/2013,4466.8002,1091.626,9.130025,,,
653,10/15/2013,1175.37938,33.786,7.817612,,,
654,10/16/2013,1346.65947,2637.0139,1.5340051,,,
655,10/17/2013,899.62973,4024.916,138.847,,,
656,10/18/2013,912.8852,42.5081,27.5012236,,,
657,10/19/2013,1572.55299,327.746,11.6839327,,,
658,10/20/2013,798.0761,829.0683,1.3158,,,
659,10/21/2013,1295.047005,1707.500686,162.5680551,,,
660,10/22/2013,219.63849,1034.60659,138.7338906,,,
661,10/23/2013,7273.056871,1009.17765,45.739017,,,
662,10/24/2013,2173.288027,1365.106017,214.8079,,,
663,10/25/2013,4744.7758,363.281975,7.7037481,,,
664,10/26/2013,7159.183917,71.21496,102.531661,,,
665,10/27/2013,1507.1072,2818.8675,14.7797177,,,
666,10/28/2013,166.16128,2508.42838,4.61,,,
667,10/29/2013,635.2877183,1688.634128,15.3386,,,
668,10/30/2013,6057.205,970.4903,18.136,,,
669,10/31/2013,308.066988,489.9224,5.06307,72297,30169,1262
670,11/1/2013,530.86281,17.9748937,5.49665,,,
671,11/2/2013,1565.508712,477.9414,18.3234,,,
672,11/3/2013,139.7961,2499.6602,12.153,,,
673,11/4/2013,226.7123808,357.90987,3.074,,,
674,11/5/2013,678.96336,615.6875,571.206896,,,
675,11/6/2013,8087.6271,102.662126,2.562081,,,
676,11/7/2013,2221.79158,1854.6217,102.9680664,,,
677,11/8/2013,315.0778,1140.5869,8.134603,,,
678,11/9/2013,91.3806,1138.7283,95.379,,,
679,11/10/2013,91.9206,72.8169,1.613317,,,
680,11/11/2013,5309.135,10.888,18.924,,,
681,11/12/2013,183.086875,4.8845,26.6709,,,
682,11/13/2013,2026.136211,660.3607,2.61451,,,
683,11/14/2013,1803.976,69.9981,9.73623,,,
684,11/15/2013,3194.9162,756.7482,40.181,,,
685,11/16/2013,487.1805,82.1844,2.40997,,,
686,11/17/2013,214.11212,153.078,3.344,,,
687,11/18/2013,749.8021,167.923651,12.743,,,
688,11/19/2013,3498.49459,655.0707243,0.791715,,,
689,11/20/2013,613.20708,516.0023,25.1695758,,,
690,11/21/2013,4005.86231,1304.7734,15.2528,,,
691,11/22/2013,1548.64501,240.7713,22.792,,,
692,11/23/2013,5048.13691,333.497,26.839,,,
693,11/24/2013,145.574,958.6778,7.2116,,,
694,11/25/2013,127.075818,2064.2174,5.779,,,
695,11/26/2013,1376.2175,23.176645,329.553198,,,
696,11/27/2013,311.800158,849.01828,7.22645,,,
697,11/28/2013,5528.673165,2535.465,8.619,,,
698,11/29/2013,279.108116,72.720607,29.8232655,,,
699,11/30/2013,285.6615,474.72669,10.335,50686,20213,1427
700,12/1/2013,2026.38475,1493.5633,0.7248,,,
701,12/2/2013,90.992154,10.9354,1.361815,,,
702,12/3/2013,128.81128,2652.436427,550.37351,,,
703,12/4/2013,2172.52866,321.233839,20.76715,,,
704,12/5/2013,68.02456,111.7358,19.9211112,,,
705,12/6/2013,2559.56783,84.86172,2.00459,,,
706,12/7/2013,2089.899,10.67692,10.398,,,
707,12/8/2013,2590.066,10.8255,2.813,,,
708,12/9/2013,116.67124,343.74414,78.6782798,,,
709,12/10/2013,627.9003,878.4326,13.422253,,,
710,12/11/2013,1892.42623,447.6095,8.0003,,,
711,12/12/2013,232.5632,1060.20512,20.905,,,
712,12/13/2013,810.777962,12.2177,0.606,,,
713,12/14/2013,926.641,5.4281,22.174,,,
714,12/15/2013,140.19,58.96792,0.584576,,,
715,12/16/2013,2070.7798,150.0188,32.6050019,,,
716,12/17/2013,3907.61303,74.7869,7.270677,,,
717,12/18/2013,448.470052,10.23277,0.845147,,,
718,12/19/2013,138.673,189.767901,19.254,,,
719,12/20/2013,98.501207,33.17401,5.702,,,
720,12/21/2013,1031.756048,118.1232578,17.0812,,,
721,12/22/2013,606.43,309.4989,0.971,,,
722,12/23/2013,117.8348,15.8129,5.276,,,
723,12/24/2013,3413.596,466.7503,1.5210356,,,
724,12/25/2013,115.0148,466.432352,1.893,,,
725,12/26/2013,58.8223,13.461,2.0154,,,
726,12/27/2013,111.855,0.685,47.9125,,,
727,12/28/2013,13.57,23.8882,40.591,,,
728,12/29/2013,44.27,7.4264,4.3226,,,
729,12/30/2013,46.536936,25.1636,2.778038,,,
730,12/31/2013,68.16509172,39.628316,15.413195,28765,9448,958
731,1/1/2014,30.130212,937.304002,0.02761,,,
732,1/2/2014,194.66388,101.08614,8.58421,,,
733,1/3/2014,1611.346384,0.745574,43.074405,,,
734,1/4/2014,168.181793,6.90524,19.068184,,,
735,1/5/2014,1203.37923,43.1434,5.18971,,,
736,1/6/2014,122.73229,30.89307,3.4902393,,,
737,1/7/2014,474.18418,401.7888,1.741781,,,
738,1/8/2014,417.00813,23.57104,4.28449,,,
739,1/9/2014,204.1173941,30.99565,9.203657,,,
740,1/10/2014,124.7941119,7.484317,12.12652,,,
741,1/11/2014,40.93627,453.9675,70.767521,,,
742,1/12/2014,336.9323123,351.99281,0.66958,,,
743,1/13/2014,177.80596,6.5516,4.4032259,,,
744,1/14/2014,112.683045,94.22063,9.49043,,,
745,1/15/2014,579.35611,53.943502,1.627658,,,
746,1/16/2014,263.4796537,1247.9038,875.243497,,,
747,1/17/2014,3961.891118,115.938767,1.881853,,,
748,1/18/2014,5429.718,325.81566,5.35466714,,,
749,1/19/2014,1255.04546,119.51829,99.14352,,,
750,1/20/2014,693.471241,355.374162,2.92031,,,
751,1/21/2014,339.4947301,190.37679,5.11186,,,
752,1/22/2014,1040.329429,2768.15783,2.4774054,,,
753,1/23/2014,835.98168,1516.100275,29.01044266,,,
754,1/24/2014,2905.51212,35.875368,9.401593,,,
755,1/25/2014,672.149079,15.239725,16.8195566,,,
756,1/26/2014,66.623706,425.35882,21.026686,,,
757,1/27/2014,132.7114421,1555.199011,27.165508,,,
758,1/28/2014,675.430632,218.97305,112.375177,,,
759,1/29/2014,558.213238,424.60195,3.842461,,,
760,1/30/2014,5486.795338,662.733422,9.9911936,,,
761,1/31/2014,2025.6875,326.106916,14.349955,32141,12848,1430
762,2/1/2014,229.465432,31.13775,2.8668,,,
763,2/2/2014,930.445594,440.20514,0.44233,,,
764,2/3/2014,6128.646102,2487.3865,1.7935477,,,
765,2/4/2014,141.811979,609.8735,3.043357,,,
766,2/5/2014,719.69273,3033.473387,21.215015,,,
767,2/6/2014,14258.36717,2397.87728,22.660854,,,
768,2/7/2014,2981.387414,279.881745,22.17173,,,
769,2/8/2014,671.66359,41.828879,3.015147,,,
770,2/9/2014,5547.9963,1243.49872,4.577,,,
771,2/10/2014,657.52922,2041.3449,7.71003,,,
772,2/11/2014,3423.628335,9.5645,13.1573006,,,
773,2/12/2014,511.645872,214.17235,104.06082,,,
774,2/13/2014,3075.798443,697.503185,18.232481,,,
775,2/14/2014,291.9420852,148.378958,9.330143,,,
776,2/15/2014,2468.584736,559.683255,0.8540117,,,
777,2/16/2014,167.719458,16.821294,9.59333,,,
778,2/17/2014,3430.428763,358.52804,0.7215911,,,
779,2/18/2014,1566.8057,16.82627,5.1685,,,
780,2/19/2014,2088.00663,101.52768,10.1386904,,,
781,2/20/2014,2551.884843,380.139774,8.9422621,,,
782,2/21/2014,753.3791421,6.544198,10.580284,,,
783,2/22/2014,3456.62795,828.9536,2.90414,,,
784,2/23/2014,1805.337811,2951.4437,2.653051,,,
785,2/24/2014,134.3091,40.315,7.6866848,,,
786,2/25/2014,3095.13185,163.41201,6.3699857,,,
787,2/26/2014,3544.0763,41.913619,3.606593,,,
788,2/27/2014,161.592,589.3945,4.508,,,
789,2/28/2014,6378.492822,122.33818,2.3122,71172,19854,310
790,3/1/2014,172.1866,3207.65563,3.0303695,,,
791,3/2/2014,51.62515,38.996,0.948,,,
792,3/3/2014,951.524656,875.214997,1.718013,,,
793,3/4/2014,4288.96838,77.2196,70.3067874,,,
794,3/5/2014,6462.678001,507.95701,2.144144,,,
795,3/6/2014,3818.4795,15.35708,24.5952882,,,
796,3/7/2014,238.2251,37.6813132,1.6262855,,,
797,3/8/2014,592.72829,2252.8905,7.881,,,
798,3/9/2014,1305.692211,11.8095,1.004,,,
799,3/10/2014,2156.33521,586.815,9.854,,,
800,3/11/2014,536.378182,345.8273,3.979,,,
801,3/12/2014,1364.461576,547.21194,3.4781239,,,
802,3/13/2014,788.828797,13.1548,14.0488797,,,
803,3/14/2014,1410.15903,1259.61667,14.253091,,,
804,3/15/2014,393.032,447.3875,3.273,,,
805,3/16/2014,600.7375,2528.24368,11.465294,,,
806,3/17/2014,152.9885,43.54864,18.571765,,,
807,3/18/2014,1296.975809,33.5095,24.113739,,,
808,3/19/2014,393.696554,145.00728,16.454072,,,
809,3/20/2014,687.07253,763.5086,10.319477,,,
810,3/21/2014,417.051275,2015.4636,36.001,,,
811,3/22/2014,437.0338,1037.28301,9.709,,,
812,3/23/2014,1256.868026,358.68078,28.551074,,,
813,3/24/2014,684.802002,16.325667,1.0121742,,,
814,3/25/2014,2285.473563,49.3175,9.70646,,,
815,3/26/2014,441.467027,248.63279,2.796,,,
816,3/27/2014,3309.35465,635.69012,9.51936,,,
817,3/28/2014,754.7347,2709.34605,5.5457524,,,
818,3/29/2014,1737.094896,60.6526,3.550381,,,
819,3/30/2014,122.3329,1.0924,16.38905,,,
820,3/31/2014,2636.4342,130.52631,4.1427,41745,21002,370
821,4/1/2014,888.82393,480.02824,15.526129,,,
822,4/2/2014,274.146391,35.0487,4.8196399,,,
823,4/3/2014,1845.0625,277.12255,24.568065,,,
824,4/4/2014,194.37,20.8255,14.9826574,,,
825,4/5/2014,1003.250129,105.19321,6.4052244,,,
826,4/6/2014,747.278688,114.419,10.281365,,,
827,4/7/2014,354.729445,9.0002,56.5362785,,,
828,4/8/2014,180.8356476,15402.9895,6.120735,,,
829,4/9/2014,218.650571,1297.4391,2.731926,,,
830,4/10/2014,5545.466272,708.58315,15.455235,,,
831,4/11/2014,3503.553208,722.799,49.2084,,,
832,4/12/2014,79.42042,488.89878,190.015132,,,
833,4/13/2014,1278.7416,3371.805,5.3102,,,
834,4/14/2014,143.57509,25.51718,26.762958,,,
835,4/15/2014,140.96207,141.7573,41.78909,,,
836,4/16/2014,82.53408,651.7012,16.351728,,,
837,4/17/2014,480.8622,261.780635,7.675224,,,
838,4/18/2014,66.72122,141.0145,3.7003296,,,
839,4/19/2014,182.0921,481.295,0.0073,,,
840,4/20/2014,2303.9735,1101.259,0.22801,,,
841,4/21/2014,2121.46117,1511.6252,1037.552714,,,
842,4/22/2014,5186.14,1554.044,12.1915,,,
843,4/23/2014,8278.13018,850.05,48.644348,,,
844,4/24/2014,269.663896,290.53127,60.558074,,,
845,4/25/2014,2467.591,708.0805,60.035654,,,
846,4/26/2014,910.5867,7.72512,0.45766,,,
847,4/27/2014,3807.16,354.0806,3.7033,,,
848,4/28/2014,2459.3644,336.1884,8.1035,,,
849,4/29/2014,1689.6748,177.47739,10.5000135,,,
850,4/30/2014,3108.840573,253.00862,3.3679842,49814,31881,1744
851,5/1/2014,224.56323,11.08945,6.95252,,,
852,5/2/2014,2485.144735,478.027435,6.6202,,,
853,5/3/2014,749.027,13.2365,1.8135,,,
854,5/4/2014,101.061,147.288,8.2251223,,,
855,5/5/2014,664.342034,3.859,22.954554,,,
856,5/6/2014,110.9755,3082.978232,210.4294,,,
857,5/7/2014,196.526,51.0201,72.586824,,,
858,5/8/2014,922.5072005,1243.9628,3.497,,,
859,5/9/2014,636.6134,31.420544,2.777801,,,
860,5/10/2014,58.17258,453.02455,2.77654,,,
861,5/11/2014,123.841,139.338172,2.413115,,,
862,5/12/2014,696.832007,92.281975,19.0766221,,,
863,5/13/2014,483.4523,95.7141,256.39233,,,
864,5/14/2014,1720.09476,17.09954,8.59155,,,
865,5/15/2014,726.78623,189.88686,10.693895,,,
866,5/16/2014,322.175415,4996.152965,4.8101345,,,
867,5/17/2014,1879.75886,5.334375,0.334,,,
868,5/18/2014,359.226,2490.063,0.2094,,,
869,5/19/2014,143.752659,286.881762,8.816,,,
870,5/20/2014,25433.8977,631.81474,12.6880035,,,
871,5/21/2014,25061.54807,181.74192,3.328395,,,
872,5/22/2014,627.487,2414.7728,38.46777,,,
873,5/23/2014,2216.6965,443.7218,41.063426,,,
874,5/24/2014,120.3474,220.12596,2.7356,,,
875,5/25/2014,154.08356,3.9567,9.711,,,
876,5/26/2014,182.165305,438.7629,7.75177,,,
877,5/27/2014,546.107593,24.186824,5.527264,,,
878,5/28/2014,613.3081,205.333,15.7838105,,,
879,5/29/2014,756.819839,2.62177,8.654,,,
880,5/30/2014,134.01685,141.021,5.974,,,
881,5/31/2014,112.79,15.36989,1.515334,68564,18552,803
882,6/1/2014,114.61088,222.92372,2.502,,,
883,6/2/2014,534.5882874,190.84319,7.8856,,,
884,6/3/2014,1165.72394,1905.39383,5.8511769,,,
885,6/4/2014,6044.097265,237.29543,7.2370164,,,
886,6/5/2014,2207.576332,1190.742469,15.745005,,,
887,6/6/2014,220.94577,57.772,24.9,,,
888,6/7/2014,854.1524,118.6841,29.758,,,
889,6/8/2014,48.9404,26.34619,1.952,,,
890,6/9/2014,1646.091538,2787.52198,7.853,,,
891,6/10/2014,483.42677,11.63148,23.8258,,,
892,6/11/2014,1921.933,56.462466,53.7273,,,
893,6/12/2014,360.635324,1275.366,72.775,,,
894,6/13/2014,261.50436,5511.472816,0.155,,,
895,6/14/2014,4514.735574,22.44308,6.4686,,,
896,6/15/2014,300.331,3.928,5.9498,,,
897,6/16/2014,203.0265,58.76005,59.907507,,,
898,6/17/2014,840.52786,743.18326,16.0778,,,
899,6/18/2014,422.506145,200.84929,9.2868,,,
900,6/19/2014,1251.04763,67.8107,4.75669,,,
901,6/20/2014,196.2367,586.50941,3.2451605,,,
902,6/21/2014,313.677,162.26945,10.13252,,,
903,6/22/2014,481.401,2.4867,32.06992,,,
904,6/23/2014,377.7492,274.98001,55.941,,,
905,6/24/2014,243.09083,1827.78774,6.148,,,
906,6/25/2014,1277.09115,636.30954,0.456262,,,
907,6/26/2014,246.42107,1594.3679,4.766948,,,
908,6/27/2014,1483.25076,377.05183,33.651071,,,
909,6/28/2014,436.711658,27.072177,4.415,,,
910,6/29/2014,2143.47703,2001.83321,0.302896,,,
911,6/30/2014,154.27955,693.57243,49.595,30750,22874,557
912,7/1/2014,61.57776,768.4486,7.431,,,
913,7/2/2014,1106.932452,310.3382,1.2762,,,
914,7/3/2014,1045.07628,1675.94327,36.47129,,,
915,7/4/2014,302.872,21.13484,3.171,,,
916,7/5/2014,109.775342,136.38982,3.9583,,,
917,7/6/2014,1044.67252,68.14555,4.003,,,
918,7/7/2014,244.66451,5562.68943,3.067,,,
919,7/8/2014,1834.429,849.44085,0.108916,,,
920,7/9/2014,845.38183,279.18373,7.71263,,,
921,7/10/2014,781.129621,334.8637,2.571,,,
922,7/11/2014,798.62831,214.7447,0.022,,,
923,7/12/2014,730.886,780.91239,10.390002,,,
924,7/13/2014,3004.526,625.949945,1.875,,,
925,7/14/2014,4506.392,64.471,3.108308,,,
926,7/15/2014,276.829,470.497,5.197,,,
927,7/16/2014,4920.63278,810.76255,3.028085,,,
928,7/17/2014,1878.3956,27.59404,29.152,,,
929,7/18/2014,152.3935,854.2648,4.70191,,,
930,7/19/2014,92.334974,819.456,0.903,,,
931,7/20/2014,427.4153,112.5681,0.35,,,
932,7/21/2014,2113.7367,58.6046,2.003,,,
933,7/22/2014,189.582015,246.81065,1.269083,,,
934,7/23/2014,857.566277,113.50643,12.8805,,,
935,7/24/2014,3026.724295,71.219494,12.495,,,
936,7/25/2014,1730.455509,713.502,0.089273,,,
937,7/26/2014,800.99,596.21226,0.031,,,
938,7/27/2014,282.686844,2.65966,0.012,,,
939,7/28/2014,951.88658,41.5506,59.056672,,,
940,7/29/2014,350.719688,3165.0044,11.7032,,,
941,7/30/2014,407.158,641.03503,19.927,,,
942,7/31/2014,3068.4702,250.447,0.011,37945,20688,248
943,8/1/2014,539.2717,285.2111,11.011623,,,
944,8/2/2014,1730.460138,34.4767,0.005,,,
945,8/3/2014,72.4452,27.83,NA,,,
946,8/4/2014,711.3675,74.8458,2.006,,,
947,8/5/2014,347.972408,504.1572,0.962665,,,
948,8/6/2014,393.57676,331.53499,9.026,,,
949,8/7/2014,1319.082692,532.70623,0.915491,,,
950,8/8/2014,1434.123,2.01485,0.4687,,,
951,8/9/2014,176.212,386.2503,0.036,,,
952,8/10/2014,43.2867,12.181,12.39,,,
953,8/11/2014,32.0685,175.3248,4.008,,,
954,8/12/2014,1384.45007,32.945,6.78,,,
955,8/13/2014,2594.822,88.5775,0.267718,,,
956,8/14/2014,3141.303652,349.8931,1.244383,,,
957,8/15/2014,4434.020004,291.464,2.868,,,
958,8/16/2014,230.695858,4.255045,3.636,,,
959,8/17/2014,420.1635,6.56738,80.58,,,
960,8/18/2014,556.86775,1329.017019,0.42827,,,
961,8/19/2014,818.276904,10.4666,18.12,,,
962,8/20/2014,152.942946,721.692853,10.421,,,
963,8/21/2014,156.78561,150.320565,24.304,,,
964,8/22/2014,1076.0229,416.31537,0.377796,,,
965,8/23/2014,285.4491,580.71428,0.273,,,
966,8/24/2014,886.66425,631.7819,0.016,,,
967,8/25/2014,480.27174,1837.917,0.017,,,
968,8/26/2014,1443.712,120.4751,4.576,,,
969,8/27/2014,184.2548,283.6202,0.453,,,
970,8/28/2014,472.055641,129.454,11.047,,,
971,8/29/2014,627.3931,691.574,1.7869,,,
972,8/30/2014,4041.6134,1701.9677,0.012,,,
973,8/31/2014,906.6797,4.9102,0.01,31094,11750,208
974,9/1/2014,107.367,21.4991,92.81292,,,
975,9/2/2014,3560.318764,708.1789,0.003,,,
976,9/3/2014,6124.830851,8332.5307,4.789,,,
977,9/4/2014,159.31099,477.4588,1.764,,,
978,9/5/2014,1745.98487,219.32442,2.1485,,,
979,9/6/2014,3075.13,471.995,2.016,,,
980,9/7/2014,137.865,1396.7117,3.5522,,,
981,9/8/2014,632.534,746.14,0.06924,,,
982,9/9/2014,1641.08293,55.28,3.2007,,,
983,9/10/2014,5582.43332,45.3371,2.411,,,
984,9/11/2014,49.027285,536.42386,14.061,,,
985,9/12/2014,99.73851,345.2242,17.98299,,,
986,9/13/2014,2811.316847,206.9585,0.01,,,
987,9/14/2014,1195.40548,468.78727,0.09169,,,
988,9/15/2014,682.568009,11.43108,0.119,,,
989,9/16/2014,417.7454,23.653,0.149,,,
990,9/17/2014,170.96386,9.29794,2.09228,,,
991,9/18/2014,162.036715,199.361766,3.092,,,
992,9/19/2014,258.11352,131.8087,0.043,,,
993,9/20/2014,312.15,1.94,7.85395,,,
994,9/21/2014,39.5922,2.311,6.848,,,
995,9/22/2014,494.700548,518.77022,28.006,,,
996,9/23/2014,68.514399,28.3569,0.8597,,,
997,9/24/2014,3197.1889,23.1322,11.07004,,,
998,9/25/2014,614.8597,1024.628025,0.71,,,
999,9/26/2014,847.445187,820.67608,8.997,,,
1000,9/27/2014,1848.49,1339.255819,10.246497,,,
1001,9/28/2014,1732.45145,24.552255,0.002,,,
1002,9/29/2014,1026.45993,19.7057,12.1936,,,
1003,9/30/2014,3144.051389,826.0735,0.449226,41940,19037,238
1004,10/1/2014,690.676217,1468.6526,3.822295,,,
1005,10/2/2014,231.413764,771.2741,6.965313,,,
1006,10/3/2014,183.228989,117.853,91.75499,,,
1007,10/4/2014,1091.844906,676.77454,4.435048,,,
1008,10/5/2014,701.0513,82.1951,7.743347,,,
1009,10/6/2014,115.94128,44.123747,29.6122,,,
1010,10/7/2014,396.034421,313.2606,8.73485,,,
1011,10/8/2014,350.6405982,92.89367,27.281792,,,
1012,10/9/2014,354.1318469,669.212,1.17164,,,
1013,10/10/2014,103.567161,773.61219,0.480793,,,
1014,10/11/2014,515.91129,127.0479,1.2103,,,
1015,10/12/2014,55.72344,1133.65837,0.289,,,
1016,10/13/2014,202.29462,700.40466,7.358252,,,
1017,10/14/2014,1180.694251,664.28252,7.440134,,,
1018,10/15/2014,2071.86716,86.8439,5.619523,,,
1019,10/16/2014,541.96645,676.453,9.59606,,,
1020,10/17/2014,1816.093755,15.286035,3.915951,,,
1021,10/18/2014,494.132676,562.276,0.290667,,,
1022,10/19/2014,2138.68648,677.8871,NA,,,
1023,10/20/2014,1594.9554,143.0105,6.495681,,,
1024,10/21/2014,703.101374,59.0732,46.339051,,,
1025,10/22/2014,148.5519,82.0705,0.905156,,,
1026,10/23/2014,4550.81892,1046.921467,10.434042,,,
1027,10/24/2014,313.421932,712.5317,55.748141,,,
1028,10/25/2014,285.934232,439.97394,2.58825,,,
1029,10/26/2014,85.990882,1.24435,113,,,
1030,10/27/2014,72.347907,93.17939,1.913907,,,
1031,10/28/2014,1280.4579,308.2035,7.79265,,,
1032,10/29/2014,792.736881,71.8498,0.87904,,,
1033,10/30/2014,528.88242,159.31262,176.769405,,,
